HITId,AssignmentId,WorkerId,WorkTimeInSeconds,Input.Id,Input.Venue,Input.Title,Input.Authors,Input.Cites,Input.Abstract,Answer.DOI,Answer.Methods?,Answer.Primary?,Answer.Quant?,Answer.Read?,Answer.Suggestion,Answer.citation,Answer.paper-link
3ULIZ0H1VAT8V8VEYQWNMLKZLAB51Y,3P529IW9KZ9F9WQ1NEWGGWFDN1PLF7,A3F9JBVNMQ4ZUV,61,14393,15,Automatic extraction of objectoriented component interfaces,"john whaley,michael c. martin,monica s. lam","51","Component-based software design is a popular and effective approach to designing large systems. While components typically have well-defined interfaces, sequencing information---which calls must come in which order---is often not formally specified.This paper proposes using multiple finite statemachine (FSM) submodels to model the interface of a class. A submodel includes a subset of methods that, for example, implement a Java interface, or access some particular field. Each state-modifying method is represented as a state in the FSM, and transitions of the FSMs represent allow able pairs of consecutive methods. In addition, state-preserving methods are constrained to execute only under certain states.We have designed and implemented a system that includes static analyses to deduce illegal call sequences in a program, dynamic instrumentation techniques to extract models from execution runs, and a dynamic model checker that ensures that the code conforms to the model. Extracted models can serve as documentation; they can serve as constraints to be enforced by a static checker; they can be studied directly by developers to determine if the program is exhibiting unexpected behavior; or they can be used to determine the completeness of a test suite.Our system has been run on several large code bases, including the joeq virtual machine, the basic Java libraries, and the Java 2 Enterprise Edition library code. Our experience suggests that this approach yields useful information.",http://fa09.pbworks.com/f/interface.pdf,1|3,1,1,1|2,{},337,http://dl.acm.org/citation.cfm?id=566212
3UQVX1UPFS5GPMR9KOQPA9YDW8E20R,3018Q3ZVOJEVG346HI7KO7DLXY9RA5,AZ72Z7VU6TQCN,81,24024,20,Operational Profiles in SoftwareReliability Engineering,john d. musa,"52","A systematic approach to organizing the process of determining the operational profile for guiding software development is presented. The operational profile is a quantitative characterization of how a system will be used that shows how to increase productivity and reliability and speed development by allocating development resources to function on the basis of use. Using an operational profile to guide testing ensures that if testing is terminated and the software is shipped because of schedule constraints, the most-used operations will have received the most testing and the reliability level will be the maximum that is practically achievable for the given test time. For guiding regression testing, it efficiently allocates test cases in accordance with use, so the faults most likely to be found, of those introduced by changes, are the ones that have the most effect on reliability.",DOI: 10.1109/52.199724,1,1,1,1|2,{},927,http://ieeexplore.ieee.org/abstract/document/199724/
3UQVX1UPFS5GPMR9KOQPA9YDW8E20R,358010RM5FHZ5NTG1C489CDMI31XV5,A3F9JBVNMQ4ZUV,72,24024,20,Operational Profiles in SoftwareReliability Engineering,john d. musa,"52","A systematic approach to organizing the process of determining the operational profile for guiding software development is presented. The operational profile is a quantitative characterization of how a system will be used that shows how to increase productivity and reliability and speed development by allocating development resources to function on the basis of use. Using an operational profile to guide testing ensures that if testing is terminated and the software is shipped because of schedule constraints, the most-used operations will have received the most testing and the reliability level will be the maximum that is practically achievable for the given test time. For guiding regression testing, it efficiently allocates test cases in accordance with use, so the faults most likely to be found, of those introduced by changes, are the ones that have the most effect on reliability.",10.1109/52.199724,1,1,1,2,{},927,http://ieeexplore.ieee.org/abstract/document/199724/
3UUSLRKAULRHA7P92CVFL7Z41D97D5,30MVJZJNHN10DWBOH7KBQLGAGT29J8,A1665VCUSZL9YT,93,20795,19,Abstractions for Software Architecture and Tools to Support Them,"mary m. shaw,robert deline,daniel v. klein,theodore l. ross,david m. young,gregory zelesnik","69","Architectures for software use rich abstractions and idioms to describe system components, the nature of interactions among the components, and the patterns that guide the composition of components into systems. These abstractions are higher level than the elements usually supported by programming languages and tools. They capture packaging and interaction issues as well as computational functionality. Well-established (if informal) patterns guide architectural design of systems. We sketch a model for defining architectures and present an implementation of the basic level of that model. Our purpose is to support the abstractions used in practice by software designers. The implementation provides a testbed for experiments with a variety of system construction mechanisms. It distinguishes among different types of components and different ways these components can interact. It supports abstract interactions such as data flow and scheduling on the same footing as simple procedure call. It can express and check appropriate compatibility restrictions and configuration constraints. It accepts existing code as components, incurring no runtime overhead after initialization. It allows easy incorporation of specifications and associated analysis tools developed elsewhere. The implementation provides a base for extending the notation and validating the model.",https://doi.org/10.1109/32.385970,1,1,1,1|2,{},228,http://dl.acm.org/citation.cfm?id=205319
3UUSLRKAULRHA7P92CVFL7Z41D97D5,3UNH76FOCTT5F5PHSGPJ5U1ITHCYMQ,A3F9JBVNMQ4ZUV,111,20795,19,Abstractions for Software Architecture and Tools to Support Them,"mary m. shaw,robert deline,daniel v. klein,theodore l. ross,david m. young,gregory zelesnik","69","Architectures for software use rich abstractions and idioms to describe system components, the nature of interactions among the components, and the patterns that guide the composition of components into systems. These abstractions are higher level than the elements usually supported by programming languages and tools. They capture packaging and interaction issues as well as computational functionality. Well-established (if informal) patterns guide architectural design of systems. We sketch a model for defining architectures and present an implementation of the basic level of that model. Our purpose is to support the abstractions used in practice by software designers. The implementation provides a testbed for experiments with a variety of system construction mechanisms. It distinguishes among different types of components and different ways these components can interact. It supports abstract interactions such as data flow and scheduling on the same footing as simple procedure call. It can express and check appropriate compatibility restrictions and configuration constraints. It accepts existing code as components, incurring no runtime overhead after initialization. It allows easy incorporation of specifications and associated analysis tools developed elsewhere. The implementation provides a base for extending the notation and validating the model.",http://www.cs.cmu.edu/afs/cs/project/vit/ftp/pdf/UniCon.pdf,,1,1,1|2,{},1175,http://ieeexplore.ieee.org/abstract/document/385970/
3UUSLRKAULRHA7P92CVFL7Z41D97D5,3WZ36BJEV44DFSMQRLCBJXY92GIBTH,AAZGEO8M5ZYOB,468,20795,19,Abstractions for Software Architecture and Tools to Support Them,"mary m. shaw,robert deline,daniel v. klein,theodore l. ross,david m. young,gregory zelesnik","69","Architectures for software use rich abstractions and idioms to describe system components, the nature of interactions among the components, and the patterns that guide the composition of components into systems. These abstractions are higher level than the elements usually supported by programming languages and tools. They capture packaging and interaction issues as well as computational functionality. Well-established (if informal) patterns guide architectural design of systems. We sketch a model for defining architectures and present an implementation of the basic level of that model. Our purpose is to support the abstractions used in practice by software designers. The implementation provides a testbed for experiments with a variety of system construction mechanisms. It distinguishes among different types of components and different ways these components can interact. It supports abstract interactions such as data flow and scheduling on the same footing as simple procedure call. It can express and check appropriate compatibility restrictions and configuration constraints. It accepts existing code as components, incurring no runtime overhead after initialization. It allows easy incorporation of specifications and associated analysis tools developed elsewhere. The implementation provides a base for extending the notation and validating the model.",10.1109/32.385970,4,2,2,1|2|3|4,{},261,http://ieeexplore.ieee.org/abstract/document/385970/
3VMV5CHJZ837KPW7H5ZOWOUJ32GGT0,31LVTDXBL8YCCMVAE9WAXLTWQPOLRQ,A1665VCUSZL9YT,724,20280,19,Test Case Prioritization A Family of Empirical Studies,"sebastian g. elbaum,alexey g. malishevsky,gregg rothermel","69","To reduce the cost of regression testing, software testers may prioritize their test cases so that those which are more important, by some measure, are run earlier in the regression testing process. One potential goal of such prioritization is to increase a test suite's rate of fault detection. Previous work reported results of studies that showed that prioritization techniques can significantly improve rate of fault detection. Those studies, however, raised several additional questions: 1) Can prioritization techniques be effective when targeted at specific modified versions; 2) what trade-offs exist between fine granularity and coarse granularity prioritization techniques; 3) can the incorporation of measures of fault proneness into prioritization techniques improve their effectiveness? To address these questions, we have performed several new studies in which we empirically compared prioritization techniques using both controlled experiments and case studies. The results of these studies show that each of the prioritization techniques considered can improve the rate of fault detection of test suites overall. Fine-granularity techniques typically outperformed coarse-granularity techniques, but only by a relatively small margin overall; in other words, the relative imprecision in coarse-granularity analysis did not dramatically reduce coarse-granularity techniques' ability to improve rate of fault detection. Incorporation of fault-proneness techniques produced relatively small improvements over other techniques in terms of rate of fault detection, a result which ran contrary to our expectations. Our studies also show that the relative effectiveness of various techniques can vary significantly across target programs. Furthermore, our analysis shows that whether the effectiveness differences observed will result in savings in practice varies substantially with the cost factors associated with particular testing processes. Further work to understand the sources of this variance and to incorporate such understanding into prioritization techniques and the choice of techniques would be beneficial.",https://doi.org/10.1109/32.988497,1,1,1,1|2,{},170,http://dl.acm.org/citation.cfm?id=506205
3VMV5CHJZ837KPW7H5ZOWOUJ32GGT0,3VE8AYVF8NLKUP6ITPNCBRT731A8FS,A3F9JBVNMQ4ZUV,92,20280,19,Test Case Prioritization A Family of Empirical Studies,"sebastian g. elbaum,alexey g. malishevsky,gregg rothermel","69","To reduce the cost of regression testing, software testers may prioritize their test cases so that those which are more important, by some measure, are run earlier in the regression testing process. One potential goal of such prioritization is to increase a test suite's rate of fault detection. Previous work reported results of studies that showed that prioritization techniques can significantly improve rate of fault detection. Those studies, however, raised several additional questions: 1) Can prioritization techniques be effective when targeted at specific modified versions; 2) what trade-offs exist between fine granularity and coarse granularity prioritization techniques; 3) can the incorporation of measures of fault proneness into prioritization techniques improve their effectiveness? To address these questions, we have performed several new studies in which we empirically compared prioritization techniques using both controlled experiments and case studies. The results of these studies show that each of the prioritization techniques considered can improve the rate of fault detection of test suites overall. Fine-granularity techniques typically outperformed coarse-granularity techniques, but only by a relatively small margin overall; in other words, the relative imprecision in coarse-granularity analysis did not dramatically reduce coarse-granularity techniques' ability to improve rate of fault detection. Incorporation of fault-proneness techniques produced relatively small improvements over other techniques in terms of rate of fault detection, a result which ran contrary to our expectations. Our studies also show that the relative effectiveness of various techniques can vary significantly across target programs. Furthermore, our analysis shows that whether the effectiveness differences observed will result in savings in practice varies substantially with the cost factors associated with particular testing processes. Further work to understand the sources of this variance and to incorporate such understanding into prioritization techniques and the choice of techniques would be beneficial.",http://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1018&context=csearticles,3,1,1,2,{},724,http://ieeexplore.ieee.org/abstract/document/988497/
3VQTAXTYN39QTL3L1OXK09PO63VBU5,358010RM5FHZ5NTG1C489CDMI9YVXC,A30M7MYW1BHQN1,156,20352,19,Does Code Decay Assessing the Evidence from Change Management Data,"stephen g. eick,todd l. graves,alan f. karr,james stephen marron,audris mockus","65","A central feature of the evolution of large software systems is that changewhich is necessary to add new functionality, accommodate new hardware, and repair faultsbecomes increasingly difficult over time. In this paper, we approach this phenomenon, which we term code decay, scientifically and statistically. We define code decay and propose a number of measurements (code decay indices) on software and on the organizations that produce it, that serve as symptoms, risk factors, and predictors of decay. Using an unusually rich data set (the fifteen-plus year change history of the millions of lines of software for a telephone switching system), we find mixed, but on the whole persuasive, statistical evidence of code decay, which is corroborated by developers of the code. Suggestive indications that perfective maintenance can retard code decay are also discussed.",10.1109/32.895984,1,1,1,3,{},605,http://ieeexplore.ieee.org/abstract/document/895984/
3VQTAXTYN39QTL3L1OXK09PO63VBU5,3IXEICO793779G5VVUV38HCHOF86TS,A3F9JBVNMQ4ZUV,73,20352,19,Does Code Decay Assessing the Evidence from Change Management Data,"stephen g. eick,todd l. graves,alan f. karr,james stephen marron,audris mockus","65","A central feature of the evolution of large software systems is that changewhich is necessary to add new functionality, accommodate new hardware, and repair faultsbecomes increasingly difficult over time. In this paper, we approach this phenomenon, which we term code decay, scientifically and statistically. We define code decay and propose a number of measurements (code decay indices) on software and on the organizations that produce it, that serve as symptoms, risk factors, and predictors of decay. Using an unusually rich data set (the fifteen-plus year change history of the millions of lines of software for a telephone switching system), we find mixed, but on the whole persuasive, statistical evidence of code decay, which is corroborated by developers of the code. Suggestive indications that perfective maintenance can retard code decay are also discussed.",http://www.cs.kent.edu/~jmaletic/cs63902/Papers/Eick-TSE01.pdf,,1,1,2,{},605,http://ieeexplore.ieee.org/abstract/document/895984/
3VQTAXTYN39QTL3L1OXK09PO63VBU5,3PZDLQMM0U925YKJM6OATUV1KPL2C5,AMGQ3YEAMC3Z2,84,20352,19,Does Code Decay Assessing the Evidence from Change Management Data,"stephen g. eick,todd l. graves,alan f. karr,james stephen marron,audris mockus","65","A central feature of the evolution of large software systems is that changewhich is necessary to add new functionality, accommodate new hardware, and repair faultsbecomes increasingly difficult over time. In this paper, we approach this phenomenon, which we term code decay, scientifically and statistically. We define code decay and propose a number of measurements (code decay indices) on software and on the organizations that produce it, that serve as symptoms, risk factors, and predictors of decay. Using an unusually rich data set (the fifteen-plus year change history of the millions of lines of software for a telephone switching system), we find mixed, but on the whole persuasive, statistical evidence of code decay, which is corroborated by developers of the code. Suggestive indications that perfective maintenance can retard code decay are also discussed.",10.1109/32.895984,4,1,1,1|2,{},218,http://ieeexplore.ieee.org/abstract/document/895984/
3VZYA8PITOM8OJAW27SN8G1PGI550V,3A1COHJ8NKJ48LXOOFBCEC5KK1C8HM,AZ72Z7VU6TQCN,128,5372,2,Identifying Reasons for Software Changes using Historic Databases,"audris mockus,lawrence g. votta","55","Large-scale software products must constantly change in order to adapt to a changing environment. Studies of historic data from legacy software systems have identified three specific causes of this change: adding new features; correcting faults; and restructuring code to accommodate future changes. Our hypothesis is that a textual description field of a change is essential to understanding why that change was performed. In addition, we expect that difficulty, size, and interval would vary strongly across different types of changes. To test these hypotheses we have designed a program, which automatically classifies maintenance activity based on a textual description of changes. Developer surveys showed that the automatic classification was in agreement with developer opinions. Tests of the classifier on a different product found that size and interval for different types of changes did not vary across two products. We have found strong relationships between the type and size of a change and the time required to carry it out. We also discovered a relatively large amount of perfective changes in the system we examined. From the study we have arrived at several suggestions on how to make version control data useful in diagnosing the state of a software project, without significantly increasing the overhead for the developer using the change management system.",DOI: 10.1109/ICSM.2000.883028,1|2,1,1,2|3,{},375,http://ieeexplore.ieee.org/abstract/document/883028/
3VZYA8PITOM8OJAW27SN8G1PGI550V,3D4CH1LGEBHQMULN91Z8T8OUOMKG9G,A3F9JBVNMQ4ZUV,47,5372,2,Identifying Reasons for Software Changes using Historic Databases,"audris mockus,lawrence g. votta","55","Large-scale software products must constantly change in order to adapt to a changing environment. Studies of historic data from legacy software systems have identified three specific causes of this change: adding new features; correcting faults; and restructuring code to accommodate future changes. Our hypothesis is that a textual description field of a change is essential to understanding why that change was performed. In addition, we expect that difficulty, size, and interval would vary strongly across different types of changes. To test these hypotheses we have designed a program, which automatically classifies maintenance activity based on a textual description of changes. Developer surveys showed that the automatic classification was in agreement with developer opinions. Tests of the classifier on a different product found that size and interval for different types of changes did not vary across two products. We have found strong relationships between the type and size of a change and the time required to carry it out. We also discovered a relatively large amount of perfective changes in the system we examined. From the study we have arrived at several suggestions on how to make version control data useful in diagnosing the state of a software project, without significantly increasing the overhead for the developer using the change management system.",http://maveric0.uwaterloo.ca/~migod/846/papers/mockusVotta-icsm00.pdf,1,1,1,1|2,{},375,http://ieeexplore.ieee.org/abstract/document/883028/
3W1K7D6QSB57FKXV7BWSH1438LABZU,38SKSKU7R2LZJNSROM21JTS533NILL,A314XJY8V1YL12,302,20730,19,A Component and MessageBased Architectural Style for GUI Software,"richard n. taylor,nenad medvidovic,kenneth m. anderson,jim whitehead,jason e. robbins,kari a. nies,peyman oreizy,deborah l. dubrow","50","While a large fraction of application code is devoted to graphical user interface (GUI) functions, support for reuse in this domain has largely been confined to the creation of GUI toolkits (""widgets""). We present a novel architectural style directed at supporting larger grain reuse and flexible system composition. Moreover, the style supports design of distributed, concurrent applications. Asynchronous notification messages and asynchronous request messages are the sole basis for intercomponent communication. A key aspect of the style is that components are not built with any dependencies on what typically would be considered lower-level components, such as user interface toolkits. Indeed, all components are oblivious to the existence of any components to which notification messages are sent. While our focus has been on applications involving graphical user interfaces, the style has the potential for broader applicability. Several trial applications using the style are described.",http://sunset.usc.edu/classes/cs599_2000/C2-TSE.pdf,1,,1,2|3|4,{},747,http://sunset.usc.edu/classes/cs599_2000/C2-TSE.pdf
3W1K7D6QSB57FKXV7BWSH1438LABZU,39U1BHVTDMF8CXIDCSX51E0XEOA3TN,A3F9JBVNMQ4ZUV,59,20730,19,A Component and MessageBased Architectural Style for GUI Software,"richard n. taylor,nenad medvidovic,kenneth m. anderson,jim whitehead,jason e. robbins,kari a. nies,peyman oreizy,deborah l. dubrow","50","While a large fraction of application code is devoted to graphical user interface (GUI) functions, support for reuse in this domain has largely been confined to the creation of GUI toolkits (""widgets""). We present a novel architectural style directed at supporting larger grain reuse and flexible system composition. Moreover, the style supports design of distributed, concurrent applications. Asynchronous notification messages and asynchronous request messages are the sole basis for intercomponent communication. A key aspect of the style is that components are not built with any dependencies on what typically would be considered lower-level components, such as user interface toolkits. Indeed, all components are oblivious to the existence of any components to which notification messages are sent. While our focus has been on applications involving graphical user interfaces, the style has the potential for broader applicability. Several trial applications using the style are described.",http://sunset.usc.edu/classes/cs599_2000/C2-TSE.pdf,1,1,1,1|2,{},747,http://ieeexplore.ieee.org/abstract/document/508313/
3W1K7D6QSB57FKXV7BWSH1438LABZU,3GA6AFUKOPCI7ORICYGGNVX94FJH32,AZ72Z7VU6TQCN,66,20730,19,A Component and MessageBased Architectural Style for GUI Software,"richard n. taylor,nenad medvidovic,kenneth m. anderson,jim whitehead,jason e. robbins,kari a. nies,peyman oreizy,deborah l. dubrow","50","While a large fraction of application code is devoted to graphical user interface (GUI) functions, support for reuse in this domain has largely been confined to the creation of GUI toolkits (""widgets""). We present a novel architectural style directed at supporting larger grain reuse and flexible system composition. Moreover, the style supports design of distributed, concurrent applications. Asynchronous notification messages and asynchronous request messages are the sole basis for intercomponent communication. A key aspect of the style is that components are not built with any dependencies on what typically would be considered lower-level components, such as user interface toolkits. Indeed, all components are oblivious to the existence of any components to which notification messages are sent. While our focus has been on applications involving graphical user interfaces, the style has the potential for broader applicability. Several trial applications using the style are described.",DOI: 10.1109/32.508313,1,1,1,2|3,{},747,http://ieeexplore.ieee.org/abstract/document/508313/
3WA2XVDZEM53YDP4FX17LBHT6EQE66,33ISQZVXPQAF3GCLJZDG574NWD2CCM,A1EG9JMR2CU45U,877,2184,1,Locating causes of program failures,"holger cleve,andreas zeller","81","Which is the defect that causes a software failure? By comparing the program states of a failing and a passing run, we can identify the state differences that cause the failure. However, these state differences can occur all over the program run. Therefore, we focus in space on those variables and values that are relevant for the failure, and in time on those moments where cause transitions occur---moments where new relevant variables begin being failure causes: ""Initially, variable argc was 3; therefore, at shell_sort(), variable [2] was 0, and therefore, the program failed."" In our evaluation, cause transitions locate the failure-inducing defect twice as well as the best methods known so far.",http://www.cs.purdue.edu/homes/xyzhang/spring07/Papers/ase05.pdf,1,1,1,2|3,{},179,https://scholar.google.co.in/scholar?hl=en&q=Locating+faulty+code+using+failureinducing+chops&btnG=
3WA2XVDZEM53YDP4FX17LBHT6EQE66,37C0GNLMHGR0SR9Y94VO3DUVL3S6D1,A30M7MYW1BHQN1,276,2184,1,Locating causes of program failures,"holger cleve,andreas zeller","81","Which is the defect that causes a software failure? By comparing the program states of a failing and a passing run, we can identify the state differences that cause the failure. However, these state differences can occur all over the program run. Therefore, we focus in space on those variables and values that are relevant for the failure, and in time on those moments where cause transitions occur---moments where new relevant variables begin being failure causes: ""Initially, variable argc was 3; therefore, at shell_sort(), variable [2] was 0, and therefore, the program failed."" In our evaluation, cause transitions locate the failure-inducing defect twice as well as the best methods known so far.",10.1109/ICSE.2005.1553577,1,1,1,2|4,{},575,http://ieeexplore.ieee.org/abstract/document/1553577/
3WA2XVDZEM53YDP4FX17LBHT6EQE66,3X65QVEQI1B86K6RWC6F8QUAQNZLCW,A3F9JBVNMQ4ZUV,71,2184,1,Locating causes of program failures,"holger cleve,andreas zeller","81","Which is the defect that causes a software failure? By comparing the program states of a failing and a passing run, we can identify the state differences that cause the failure. However, these state differences can occur all over the program run. Therefore, we focus in space on those variables and values that are relevant for the failure, and in time on those moments where cause transitions occur---moments where new relevant variables begin being failure causes: ""Initially, variable argc was 3; therefore, at shell_sort(), variable [2] was 0, and therefore, the program failed."" In our evaluation, cause transitions locate the failure-inducing defect twice as well as the best methods known so far.",http://barbie.uta.edu/~jxu/Locating%20Causes%20of%20Program%20Failures.pdf,1,1,1,2,{},575,http://ieeexplore.ieee.org/abstract/document/1553577/
3WYZV0QBFJ1IAPXG6T87KGOS0LCBXX,31LVTDXBL8YCCMVAE9WAXLTWQPERLM,A3F9JBVNMQ4ZUV,42,10132,9,SOBER statistical modelbased bug localization,"chao liu,xifeng yan,long fei,jiawei han,samuel p. midkiff","52","Automated localization of software bugs is one of the essential issues in debugging aids. Previous studies indicated that the evaluation history of program predicates may disclose important clues about underlying bugs. In this paper, we propose a new statistical model-based approach, called SOBER, which localizes software bugs without any prior knowledge of program semantics. Unlike existing statistical debugging approaches that select predicates correlated with program failures, SOBER models evaluation patterns of predicates in both correct and incorrect runs respectively and regards a predicate as bug-relevant if its evaluation pattern in incorrect runs differs significantly from that in correct ones. SOBER features a principled quantification of the pattern difference that measures the bug-relevance of program predicates.We systematically evaluated our approach under the same setting as previous studies. The result demonstrated the power of our approach in bug localization: SOBER can help programmers locate 68 out of 130 bugs in the Siemens suite when programmers are expected to examine no more than 10% of the code, whereas the best previously reported is 52 out of 130. Moreover, with the assistance of SOBER, we found two bugs in bc 1.06 (an arbitrary precision calculator on UNIX/Linux), one of which has never been reported before.",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.484.8002&rep=rep1&type=pdf,1|3,1,,1|2,{},193,http://dl.acm.org/citation.cfm?id=1081753
3WYZV0QBFJ1IAPXG6T87KGOS0LCBXX,3YHH42UU5C3OCSBBKWDVDPS9HGGL0H,AZ72Z7VU6TQCN,93,10132,9,SOBER statistical modelbased bug localization,"chao liu,xifeng yan,long fei,jiawei han,samuel p. midkiff","52","Automated localization of software bugs is one of the essential issues in debugging aids. Previous studies indicated that the evaluation history of program predicates may disclose important clues about underlying bugs. In this paper, we propose a new statistical model-based approach, called SOBER, which localizes software bugs without any prior knowledge of program semantics. Unlike existing statistical debugging approaches that select predicates correlated with program failures, SOBER models evaluation patterns of predicates in both correct and incorrect runs respectively and regards a predicate as bug-relevant if its evaluation pattern in incorrect runs differs significantly from that in correct ones. SOBER features a principled quantification of the pattern difference that measures the bug-relevance of program predicates.We systematically evaluated our approach under the same setting as previous studies. The result demonstrated the power of our approach in bug localization: SOBER can help programmers locate 68 out of 130 bugs in the Siemens suite when programmers are expected to examine no more than 10% of the code, whereas the best previously reported is 52 out of 130. Moreover, with the assistance of SOBER, we found two bugs in bc 1.06 (an arbitrary precision calculator on UNIX/Linux), one of which has never been reported before.",doi>10.1145/1081706.1081753,1,1,,2|3,{},390,http://dl.acm.org/citation.cfm?id=1081753
3X2YVV51PUS28RAYURJWCLXC57F1WB,3AQF3RZ5596XQBNU0AQERDXGX676FR,A3F9JBVNMQ4ZUV,68,20536,19,Building Knowledge through Families of Experiments,"victor r. basili,forrest shull,filippo lanubile","87","Experimentation in software engineering is necessary but difficult. One reason is that there are a large number of context variables and, so, creating a cohesive understanding of experimental results requires a mechanism for motivating studies and integrating results. It requires a community of researchers that can replicate studies, vary context variables, and build models that represent the common observations about the discipline. This paper discusses the experience of the authors, based upon a collection of experiments, in terms of a framework for organizing sets of related studies. With such a framework, experiments can be viewed as part of common families of studies, rather than being isolated events. Common families of studies can contribute to important and relevant hypotheses that may not be suggested by individual experiments. A framework also facilitates building knowledge in an incremental manner through the replication of experiments within families of studies. To support the framework, this paper discusses the experiences of the authors in carrying out empirical studies, with specific emphasis on persistent problems encountered in experimental design, threats to validity, criteria for evaluation, and execution of experiments in the domain of software engineering.",http://drum.lib.umd.edu/bitstream/handle/1903/992/CS-TR-3983.pdf?sequence=2&isAllowed=y,1,,1,2,{},796,http://ieeexplore.ieee.org/abstract/document/799939/
3X2YVV51PUS28RAYURJWCLXC57F1WB,3GM6G9ZBKOL9YJQNIA2KXD93F0WTM5,AZ72Z7VU6TQCN,66,20536,19,Building Knowledge through Families of Experiments,"victor r. basili,forrest shull,filippo lanubile","87","Experimentation in software engineering is necessary but difficult. One reason is that there are a large number of context variables and, so, creating a cohesive understanding of experimental results requires a mechanism for motivating studies and integrating results. It requires a community of researchers that can replicate studies, vary context variables, and build models that represent the common observations about the discipline. This paper discusses the experience of the authors, based upon a collection of experiments, in terms of a framework for organizing sets of related studies. With such a framework, experiments can be viewed as part of common families of studies, rather than being isolated events. Common families of studies can contribute to important and relevant hypotheses that may not be suggested by individual experiments. A framework also facilitates building knowledge in an incremental manner through the replication of experiments within families of studies. To support the framework, this paper discusses the experiences of the authors in carrying out empirical studies, with specific emphasis on persistent problems encountered in experimental design, threats to validity, criteria for evaluation, and execution of experiments in the domain of software engineering.",DOI: 10.1109/32.799939,1|2,1,1,2|3,{},796,http://ieeexplore.ieee.org/abstract/document/799939/
3X2YVV51PUS28RAYURJWCLXC57F1WB,3P4MQ7TPPY0DJ6S9RZLQJ3SNWB8BBL,A1ODVXVCDHOVF1,70,20536,19,Building Knowledge through Families of Experiments,"victor r. basili,forrest shull,filippo lanubile","87","Experimentation in software engineering is necessary but difficult. One reason is that there are a large number of context variables and, so, creating a cohesive understanding of experimental results requires a mechanism for motivating studies and integrating results. It requires a community of researchers that can replicate studies, vary context variables, and build models that represent the common observations about the discipline. This paper discusses the experience of the authors, based upon a collection of experiments, in terms of a framework for organizing sets of related studies. With such a framework, experiments can be viewed as part of common families of studies, rather than being isolated events. Common families of studies can contribute to important and relevant hypotheses that may not be suggested by individual experiments. A framework also facilitates building knowledge in an incremental manner through the replication of experiments within families of studies. To support the framework, this paper discusses the experiences of the authors in carrying out empirical studies, with specific emphasis on persistent problems encountered in experimental design, threats to validity, criteria for evaluation, and execution of experiments in the domain of software engineering.",10.1109/32.799939,1,1,1,1,{},796,http://ieeexplore.ieee.org/abstract/document/799939/
3X878VYTIE6E8R35TIQ5972PDQP7FG,33JKGHPFYDIB36L3LEG8OE3BPXENMV,A3F9JBVNMQ4ZUV,74,24490,21,Guidelines for conducting and reporting case study research in software engineering,"per runeson,martin host","66","Case study is a suitable research methodology for software engineering research since it studies contemporary phenomena in its natural context. However, the understanding of what constitutes a case study varies, and hence the quality of the resulting studies. This paper aims at providing an introduction to case study methodology and guidelines for researchers conducting case studies and readers studying reports of such studies. The content is based on the authors' own experience from conducting and reading case studies. The terminology and guidelines are compiled from different methodology handbooks in other research domains, in particular social science and information systems, and adapted to the needs in software engineering. We present recommended practices for software engineering case studies as well as empirically derived and evaluated checklists for researchers and readers of case study research.",https://link.springer.com/article/10.1007/s10664-008-9102-8,3,1,2,1|2,{},1764,https://link.springer.com/article/10.1007/s10664-008-9102-8
3X878VYTIE6E8R35TIQ5972PDQP7FG,3D4CH1LGEBHQMULN91Z8T8OUOXVG9D,AZ72Z7VU6TQCN,280,24490,21,Guidelines for conducting and reporting case study research in software engineering,"per runeson,martin host","66","Case study is a suitable research methodology for software engineering research since it studies contemporary phenomena in its natural context. However, the understanding of what constitutes a case study varies, and hence the quality of the resulting studies. This paper aims at providing an introduction to case study methodology and guidelines for researchers conducting case studies and readers studying reports of such studies. The content is based on the authors' own experience from conducting and reading case studies. The terminology and guidelines are compiled from different methodology handbooks in other research domains, in particular social science and information systems, and adapted to the needs in software engineering. We present recommended practices for software engineering case studies as well as empirically derived and evaluated checklists for researchers and readers of case study research.",1573-7616,1,1,2,1|2,{},1771,https://link.springer.com/article/10.1007/s10664-008-9102-8
3X878VYTIE6E8R35TIQ5972PDQP7FG,3HWRJOOET6QA7VLVCC9BA08837HESL,A3J6PU5T7XS27,192,24490,21,Guidelines for conducting and reporting case study research in software engineering,"per runeson,martin host","66","Case study is a suitable research methodology for software engineering research since it studies contemporary phenomena in its natural context. However, the understanding of what constitutes a case study varies, and hence the quality of the resulting studies. This paper aims at providing an introduction to case study methodology and guidelines for researchers conducting case studies and readers studying reports of such studies. The content is based on the authors' own experience from conducting and reading case studies. The terminology and guidelines are compiled from different methodology handbooks in other research domains, in particular social science and information systems, and adapted to the needs in software engineering. We present recommended practices for software engineering case studies as well as empirically derived and evaluated checklists for researchers and readers of case study research.",10.1007/s10664-008-9102-8,3,1,1,2|4,{},605,https://link.springer.com/article/10.1007/s10664-008-9102-8
